feature	cluster	vt_score
CCDC197	5	2.3552521994004425
CCDC27	1	3.9808528232712623
CCDC33	1	2.131538017630567
CCDC36	1	2.5087418926407468
CCDC54	4	2.736635408767214
CCDC65	5	2.4980106918690015
CCDC71L	2	2.806238525101319
CCDC74A	5	2.0089575759443736
CCDC74B	5	2.028596380710886
CCDC78	1	3.263975232899589
CCDC81	3	2.2191072851027736
CCDC85A	5	2.4810886096363736
CCDC85B	3	3.0319554353363594
CCDC87	1	2.0431684229712417
CCDC88B	1	3.84424734458857
CCDC88C	4	2.981890567323051
CCDC96	5	2.5570599609273645
CCER1	1	2.533550023303191
CCK	1	3.8058787820411686
CCKBR	1	3.0935832533042205
CCL1	1	2.342528479637163
CCL11	3	3.638080467613614
CCL16	1	3.2168950662747524
CCL17	5	2.2552676092084236
CCL19	1	2.86407627294357
CCL2	5	2.3698446118491843
CCL21	1	3.2635450751469777
CCL25	4	2.5135760011852875
CCL26	2	2.4615006095130623
CCL3L3	1	2.7969439868777792
CCL4L2	1	2.906074888285537
CCL5	5	2.1516807489121628
CCL7	1	2.275091617234759
CCL8	5	2.509120065395706
CCM2L	1	2.5285967544779666
CCNA2	3	3.5476815078536266
CCNB1	3	4.706229320634157
CCNB2	3	3.066746280004811
CCNO	1	2.255926557051594
CCR1	5	2.5734280178660334
CCR3	2	2.0012862267279465
CCR5	5	2.7638857956807215
CCR7	5	2.099015626443866
CCR8	1	2.735529088005022
CCRL2	5	2.4112340297179315
CCSER1	4	2.354361922889041
CCT8L2	1	2.3320978100182583
CD101	5	3.1462678969914006
CD109	2	2.9033237521985242
CD14	5	3.1142350145250726
CD163L1	1	2.320081732871818
CD164L2	1	4.248169014479352
CD177	1	4.189949347530887
CD180	5	2.2492450427623494
CD19	1	2.332761080403535
CD1C	1	2.1642177974928205
CD1D	2	2.3458527053656986
CD1E	2	2.0265723124566306
CD209	1	3.57221663139164
CD22	1	3.6893749954648714
CD226	5	2.092027682367969
CD24	5	2.197714246867599
CD244	1	3.3927730456420666
CD248	3	2.516537770642046
CD27	5	2.8655237252537535
CD28	2	2.432470818971334
CD300A	5	2.483944788365628
CD300E	1	2.3206759315561643
CD300LB	1	2.630888859784433
CD300LG	1	2.307169046579765
CD34	2	2.129168510556237
CD36	5	2.5502257826840973
CD38	4	2.8501311615743194
CD3D	5	2.409061574260198
CD3E	5	2.494544848902438
CD4	5	2.4884338436993914
CD40LG	5	3.1281394141504957
CD44	5	2.7254489235702746
CD5	5	2.70272159107854
CD53	5	2.5854349353646415
CD6	1	2.383106612819399
CD68	5	2.553081946905342
CD69	5	2.792162282950823
CD7	5	2.70298773172778
CD72	1	3.044491738407513
CD74	5	3.242521203916559
CD80	5	2.1947452861937804
CD82	5	2.6169353672961124
CD8A	1	3.136060701054285
CD93	2	3.373395909248885
CD96	5	2.544078632961947
CD99	3	2.260316123979403
CDC20	3	3.982946180624774
CDC25A	3	2.224607574047636
CDC25C	3	3.2438980036410956
CDC42BPG	1	2.1487116898078997
CDC42EP3	3	4.02815813403075
CDC42EP5	3	2.3129442030371665
CDC45	3	2.2306383667924843
CDC6	3	3.3914476279856256
CDCA2	3	3.14202206510061
CDCA3	3	3.9265750127672727
CDCA5	3	2.109544065499862
CDCA7	4	2.1803896801739913
CDCA7L	2	2.398436265140412
CDCA8	3	2.871173931005563
CDCP1	5	3.6375798169531994
CDCP2	1	2.265164284431657
CDH1	5	3.0093959841999345
CDH12	4	2.1335842422074207
CDH16	1	4.148999264761725
CDH18	5	2.1351994215488377
CDH19	5	2.453743166290047
CDH20	5	2.4205921849174215
CDH23	1	2.826092533443381
CDH26	1	4.026216718268057
CDH5	2	2.513664024257626
CDH6	2	2.022997130531957
CDH9	1	2.185311173101017
CDHR1	4	2.709866160394044
CDHR2	1	3.2649360045597704
CDHR3	1	2.0786461758858947
CDHR5	1	2.5076482596973517
CDK1	3	2.6694201233279653
CDK5R2	1	2.908622220135074
CDK6	2	2.0094354019894847
CDKN3	3	4.473475178753644
CDON	4	2.1884793753761502
CDR1	1	2.0769985407060063
CDRT1	1	2.6396217064783642
CDRT15L2	1	3.050249788718935
CDS1	1	2.5605469093997693
CDT1	3	2.536840816926458
CDX1	1	2.191274205442053
CDX4	1	2.1603860077505286
CDY2A	1	2.944496631550367
CDYL2	1	2.202269341704415
CEACAM3	1	3.036670590405932
CEACAM4	1	3.166319798909528
CEACAM5	1	2.0704688786636756
CEACAM6	1	2.188941087507019
CEBPA	5	3.3942324272672244
CEBPD	5	2.946451964646552
CEBPE	1	2.1674962568198914
CELA1	5	2.920924322240876
CELA3A	1	2.121535539068204
CELF3	1	2.279787599426151
CELF4	1	4.297882587238337
CELF5	1	2.3846752601238834
CELSR3	1	2.3911688569709413
CEMIP	3	2.3198494363846933
CEMP1	1	3.35884783537949
CEND1	1	2.9222086021692917
CENPA	3	2.9170011420721056
CENPE	3	2.665827678073553
CENPK	3	2.3143085450276994
CENPM	3	2.4835068688984965
CENPU	3	2.4303461535428275
CENPV	4	4.071014240430132
CENPVL3	5	2.359964824736739
CENPW	3	4.050758511638718
CEP295NL	1	3.2780897901053154
CEP55	3	4.1824123174470484
CER1	5	2.1602131817701795
CERKL	5	3.127003853560202
CERS1	5	2.9087670065190685
CERS3	5	2.0343859032768994
CES1	1	2.207211856830421
CES4A	1	4.770682346091846
CES5A	1	2.2094143922940392
CETP	2	2.227479192407242
CFAP157	5	2.074986808436447
CFAP45	5	2.2254944592674817
CFAP47	5	2.700298446871867
CFAP52	5	2.3498447586366003
CFAP54	5	2.382999914712623
CFAP58	4	2.797289628403539
CFAP61	5	2.802034406815693
CFB	1	2.070453019259093
CFC1	1	3.2276364453031525
CFD	1	2.2701511352494945
CFH	2	2.4722923918584394
CFI	2	4.470045200127171
CFTR	1	2.0693432763760287
CGB1	1	2.256166484896613
CGB5	3	2.439137709390532
CGB7	3	3.120879120789693
CH25H	5	3.147093448188158
CHAC1	3	3.9443941729891216
CHADL	4	2.4290567712235043
CHAT	1	2.5305406232823477
CHD5	1	2.7295500981551766
CHGA	1	3.246167827319749
CHGB	1	2.4783823251391652
CHI3L2	5	3.4946337658692586
CHIC2	5	2.2855810646164847
CHL1	2	4.491417452518881
CHMP4C	5	2.8967883047263787
CHN1	1	2.1154635968232087
CHN2	1	3.757361535795873
CHRD	1	2.2528766125575057
CHRM1	1	2.9421648478844
CHRM3	2	2.770472661620774
CHRNA2	1	2.47289327983475
CHRNA3	1	2.4759732613352883
CHRNA5	3	2.3414124078713785
CHRNB3	1	3.034538666690032
CHRNB4	2	2.082071358829816
CHRNE	1	2.622883258188544
CHST13	5	2.5130652349108042
CHST15	2	2.1468912957253496
CHST2	2	3.5098445695029787
CHST6	5	2.8527496721527568
CHST7	2	3.7991833140381126
CHURC1-FNTB	2	2.8729378292228804
CIB3	4	2.0978139636355064
CIB4	1	3.1095443421074696
CIITA	5	3.1126035667400194
CILP2	3	2.1858975936774243
CKAP2L	3	2.871770062222992
CKB	4	2.108274880202593
CKM	5	2.4933636367614658
CKMT1A	1	4.225781722855267
CKMT1B	1	4.596266619991393
CKMT2	1	3.185042539126118
CKS2	3	4.184573099679163
CLCN4	5	2.3125611627914213
CLCNKA	1	3.9702349291554686
CLDN16	1	3.3599219638453808
CLDN19	1	2.7457011273155483
CLDN20	1	2.1444935002848164
CLDN22	1	3.1048104168829567
CLDN23	5	2.097997811281306
CLDN24	1	2.063284996414322
CLDN25	1	3.652331610492959
CLDN34	1	2.3801890506364995
CLDN4	1	2.8224379498585757
CLDN7	1	2.452851474859985
CLDN8	1	2.1571957771547208
CLDN9	1	3.9210268842653475
CLDND2	1	2.3828795310983675
CLEC10A	1	2.6725851647740817
CLEC12A	2	2.1778474563007517
CLEC12B	1	2.4714707018820006
CLEC14A	2	2.2846746053791382
CLEC17A	5	2.574345897879136
CLEC18B	2	2.373287428935749
CLEC19A	1	3.5524563783439893
CLEC1A	2	2.117014676844011
CLEC20A	1	2.2204902521634255
CLEC2B	5	2.835466812477765
CLEC3B	4	2.1564842514707108
CLEC4A	1	2.191733044969466
CLEC4E	1	2.2949503923143078
CLEC4F	1	3.1805998532710715
CLEC4G	1	4.925241349148165
CLEC4M	1	3.4557476830063734
CLEC6A	1	2.2789358082544404
CLEC9A	1	2.1616869404423507
CLECL1	5	2.463447083569699
CLIC2	1	2.352903043388168
CLIC6	5	2.2913884615187885
CLMN	1	2.5187809673945845
CLPS	1	3.586379097796345
CLPSL1	1	2.3503135145171457
CLSPN	3	2.0238578609883926
CLSTN2	5	2.0432631961767282
CLUL1	1	3.6324483794927396
CLVS1	1	2.870526497893637
CLVS2	4	3.1767744394984905
CMTM2	1	3.5412330161394685
CMTM7	3	3.484847769216516
CMTM8	2	2.704130753423705
CMYA5	2	3.299560845176498
CNDP1	1	2.5672222851373645
CNGA4	4	2.3628813358171152
CNGB1	1	3.2739469162379415
CNIH2	5	2.7138041026313595
CNIH3	2	2.369303103915516
CNMD	2	3.223503511944374
CNN1	3	2.8788511573539886
CNN2	3	3.778222173440233
CNNM1	1	2.3787000186134346
CNR1	2	2.657373655278808
CNR2	1	3.0373419467394034
CNTF	2	2.7520557936890877
CNTNAP2	1	3.267760165959833
CNTNAP3	2	3.3893259090906684
CNTNAP3B	2	3.6866380362890423
CNTNAP4	5	2.1539669361364124
COL10A1	1	3.1774097495756988
COL11A2	1	3.2384620044534644
COL12A1	3	2.431890161538738
COL13A1	3	2.4981085361276727
COL14A1	5	2.9357707298515123
COL16A1	1	2.3284198780290253
COL18A1	3	2.3831393892057156
COL1A1	3	3.4690130103276853
COL22A1	5	2.246895816775518
COL23A1	2	2.6759823136869656
COL25A1	4	3.25091360278323
COL26A1	1	2.143855607703066
COL27A1	1	2.528959832671536
COL28A1	5	2.208312253072903
COL4A1	3	3.567113559983981
COL4A2	3	4.25883416815299
COL4A3	1	3.1800321406309595
COL4A4	1	2.4245736135590246
COL4A5	3	2.115488614781994
COL5A1	3	4.429128000947686
COL5A2	3	3.838618971479981
COL6A1	3	3.669362902080183
COL6A2	3	3.9962763912554804
COL6A5	1	2.5352601141264897
COLCA2	1	2.6965105698609637
COLEC11	4	3.0042908965178166
COLEC12	5	3.297371491876615
COLGALT2	2	3.1678311455270345
COLQ	1	2.1708729773104087
COMP	1	2.1641052774758895
CORIN	3	2.7500876415874713
CORO6	1	3.400683513495
CORT	1	2.7991966523004246
COX4I2	1	2.09764436985153
COX6A2	1	2.074620044092038
COX6B2	3	2.5136916691215387
COX7A1	1	2.5784355536278305
CP	5	4.726023661670327
CPA1	1	2.2963136106556656
CPA2	4	2.331493227072638
CPA3	1	2.199262285744163
CPA4	3	2.16729845512317
CPA5	1	2.5198454223935665
CPA6	5	2.3410706652607294
CPE	5	2.461854507778639
CPEB1	1	2.524709193787867
CPEB3	1	4.402434181293641
CPLX2	1	3.4173605803907985
CPLX3	1	3.462743803559407
CPLX4	1	3.5932628111341804
CPM	5	3.0677385518716274
CPN1	1	2.7103916791811287
CPNE8	2	3.422343845239812
CPQ	2	2.9686444912707377
CPS1	3	2.162977177898776
CPVL	5	2.5655104164379083
CPZ	3	2.2415450070764544
CR1	1	3.8009657055547454
CR1L	5	2.129317046110976
CR2	1	2.960850568555605
CRABP2	1	3.0924948435854835
CRACR2A	1	2.0342203710179203
CRACR2B	1	2.799147573010018
CRB2	5	2.9698630640618475
CRB3	1	2.9523017799722013
CREB3L1	3	3.5641344582878047
CREG2	1	4.136505446198911
CRH	1	2.7379904716548773
CRHBP	1	3.1968604500819464
CRHR1	1	3.6887927980071815
CRMP1	5	2.254575258634026
CRP	1	3.2245186979679836
CRTAC1	4	2.2732976849655846
CRTAM	1	2.2968598211625535
CRX	1	3.278540230853523
CRYBA2	5	3.3614848215615325
CRYBA4	5	3.7816454286644174
CRYBB1	5	3.671397984281425
CRYBB2	4	2.4877299670009823
CRYBB3	1	3.829159720274169
CRYBG1	2	2.8788469107798353
CRYBG2	1	3.0846634717794177
CRYGA	2	2.32374243096951
CRYGB	1	3.3798132432976455
CRYGN	1	4.497367913934704
CRYGS	1	2.700445491986032
CRYM	1	2.4428594856664296
CSAG3	5	2.1955636674261756
CSDC2	4	2.7975036470121175
CSF1	5	3.0452135419813384
CSF1R	5	2.858043183178681
CSF2	3	2.049294598808089
CSGALNACT1	5	2.625925631186972
CSH1	1	2.012534513371195
CSMD3	5	2.231994641043434
CSNK1A1L	3	2.060537088843032
CSPG4	2	2.20954413640093
CSRP2	2	2.4312346382862535
CSRP3	1	2.078250577776085
CST1	3	2.5584308803619087
CST2	3	2.4557183907917577
CST3	5	2.1790774268842767
CST4	3	2.843098855033089
CST6	3	2.6568122220041626
CST7	1	2.0857201969806654
CST9	1	2.831782222704405
CST9L	1	2.697561089714267
CSTA	2	2.8438076869132582
CSTL1	1	2.977820074979506
CT45A10	4	2.5462845168212915
CT45A2	5	2.8593511663729507
CT45A3	4	2.075624526389723
CT45A5	4	2.0989318836729502
CT45A6	4	2.403012489553927
CT45A7	4	3.6322407396800944
CT47B1	1	3.275983318984519
CT55	1	2.47445464835349
CTAG1A	1	2.232686091443815
CTAG1B	1	2.778496915510556
CTAG2	1	2.102601855481842
CTAGE9	1	3.2626903968618044
CTCFL	1	2.1703895454368896
CTGF	3	2.7720159364776964
CTHRC1	2	2.9714752993522437
CTNNA2	5	2.070244326487409
CTNND2	4	3.067174798675976
CTRB1	1	2.358556392965609
CTRB2	1	4.145599383926365
CTRC	1	2.4489828550946706
CTSC	5	2.3521118326548307
CTSE	1	3.0740495349769503
CTSG	1	2.0208398079698364
CTSH	5	3.6619805711506213
CTSV	3	2.141813494430214
CTSW	5	2.0630981836608093
CTSZ	5	2.865017425474498
CTTNBP2	1	2.0543602417265374
CTXN1	5	2.8140993739248032
CTXN2	1	2.4985256819877897
CTXND1	2	2.154344325288328
CU633980.1	4	2.8715374214160256
CXADR	2	3.9588142635435726
CXCL11	5	2.1418994445405364
CXCL14	2	2.9674286713828213
CXCL2	5	2.3230367996787544
CXCL9	5	3.040100265009065
CXCR3	5	2.834440085550128
CXCR4	5	2.043782564230441
CXCR6	5	3.1707455669922022
CXXC4	4	2.0098562305788965
CXorf36	2	2.033743032728194
CXorf49	1	2.744887842656257
CXorf49B	1	3.0630153700213274
CXorf57	5	2.77254285055657
CXorf58	4	2.254854808261881
CXorf66	1	3.4890594903491507
CXorf67	1	2.2601019822274915
CYBA	5	2.032134501355334
CYBB	5	2.669483275195582
CYGB	1	2.0777102574530346
CYLC2	1	2.530470278304256
CYP19A1	5	3.0282231454382864
CYP1A1	3	2.917845842236311
CYP1B1	3	2.0415372794304965
CYP24A1	1	2.905893859542307
CYP26B1	5	2.3517946607973896
CYP26C1	1	2.977549404464001
CYP27C1	5	2.054321465502563
CYP2A13	2	2.489315533506542
CYP2C18	1	2.7492942981642083
CYP2C19	1	2.152305115333886
CYP2C9	1	3.321384639318189
CYP2D6	1	4.015524805844358
CYP2E1	1	3.670713609942368
CYP2F1	1	4.754054358497959
CYP2S1	1	2.314723852654088
CYP2W1	1	2.674603047728873
CYP39A1	5	2.9076687564880914
CYP3A4	1	2.6489527759085183
CYP46A1	1	2.620706530938779
CYP4A11	1	3.777146178425286
CYP4A22	1	4.355491547048358
CYP4B1	1	3.228823101594267
CYP4F11	5	2.9188636273936313
CYP4F2	4	2.2730593903772207
CYP4F22	5	2.323058014826798
CYP4F8	1	4.001235719152028
CYP4X1	1	3.077016222737996
CYP4Z1	1	3.4265552264325057
CYP7B1	5	2.0979452692325467
CYP8B1	1	2.1150925311763036
CYR61	3	4.226360781566549
CYSLTR1	1	2.2393537275372317
CYSLTR2	2	2.4125259829255703
CYTH4	5	2.4282329201110113
CYTIP	5	2.1198951835878552
CYTL1	5	2.258212453620822
DAAM2	4	3.0581837383841863
DACH1	4	2.216600360765921
DACH2	4	2.88920866932744
DAND5	1	2.490016159487755
DAO	4	3.222933321904154
DAPK1	4	3.1474473999012194
DAPK2	1	3.0015814833806864
DAPP1	5	2.6488873644516984
DAW1	5	3.271331526980185
DAZ3	1	2.1050775110268303
DAZ4	1	2.10659636272068
DBX1	1	2.9513822358215003
DCAF12L2	5	2.2118516887383484
DCAF4L1	1	3.2163366832083797
DCAF4L2	4	2.2606998335941357
DCBLD2	3	4.249986386590528
DCC	4	2.3861700814129576
DCDC1	5	2.1313218844418054
DCDC2	1	2.40954095194654
DCDC2B	1	3.0192617409809355
DCDC2C	1	2.7220932339864454
DCHS1	2	2.6167473902716183
DCHS2	5	2.0437234423802084
DCLK1	4	2.180838646104655
DCN	2	2.995975590561094
DCST2	1	3.6515612659712264
DCX	4	2.197977183276839
DDC	1	2.35418203232673
DDI1	1	2.4849715673743478
DDIAS	3	2.304992809221028
DDN	1	3.1227864020542175
DDX4	1	2.6635737215368844
DEFA4	1	2.050458731619443
DEFB124	5	3.1383497799227515
DEFB125	1	2.324735263268218
DEFB126	4	2.1994589967812406
DEFB129	1	3.0856727213314605
DEPDC1	3	2.8979381094795245
DEPDC1B	3	2.3172683980759268
DEUP1	5	2.875190479921692
DGCR6	1	3.862112391811499
DGKE	1	2.7082579651001386
DGKG	2	2.6073917153595327
DGKI	4	2.5989903166647417
DHDH	1	2.1405021864543836
DHH	2	2.650303380138197
DHRS13	2	2.735793720651553
DHRS3	5	2.385211031494144
DHRS7C	1	2.715146338661818
DIAPH3	3	4.502554920607001
DIO1	5	2.123719371015176
DIO3	5	4.307376094783781
DIRAS2	1	3.7657293571004855
DIRC3	1	2.3511990146563506
DISP2	1	2.9688329687305712
DISP3	4	3.473050315673009
DKK1	3	3.433112975529157
DKK4	1	2.469654455681797
DKKL1	4	2.1931837498591387
DLGAP2	1	4.514298691889765
DLGAP3	1	3.9154186581326273
DLGAP5	3	2.993864434304639
DLL1	4	2.5008334991829546
DLX1	3	2.148815162462953
DLX2	3	2.3511744497089158
DLX3	3	2.022656406395087
DLX4	1	2.1828139749361766
DMC1	1	2.691410940299045
DMGDH	1	2.157627625832156
DMKN	1	2.1614369189987137
DMRTB1	4	2.005913070060516
DMRTC1	1	2.063527969779843
DMRTC1B	1	2.3039019878679237
DMRTC2	1	2.506682482362145
DMTN	1	3.2678875475441838
DNAAF1	1	2.597599648685135
DNAH17	1	2.4671186659350193
DNAH5	5	2.4642080990044293
DNAH8	1	2.4402079289433813
DNAH9	5	2.7072158404890363
DNAI1	1	3.1240511711878396
DNAI2	5	2.0418042976901263
DNAJB13	1	2.066376875894744
DNAJC22	5	2.9369089884243
DNAJC5G	1	2.6177455756458885
DNAJC6	1	2.5621184497523757
DNASE1L2	1	2.857363466307774
DNASE1L3	1	2.1641276740281787
DNM1	1	4.168906725770847
DNM3	1	2.8546980603997247
DNMT3B	3	2.4715498874590236
DOCK10	5	2.27195238781055
DOCK2	5	2.7306954566847113
DOCK3	1	2.5223288425706083
DOCK7	2	2.1739910069701884
DOK6	4	2.040658966362
DOK7	1	2.5359766304276583
DPEP1	2	3.6601411986217407
DPEP2	1	3.0500725393404924
DPF3	2	2.301144743197962
DPP10	4	2.0682466546581817
DPP4	2	3.208506159973108
DPP6	4	2.4123035641655104
DPPA3	5	2.058050718995384
DPPA4	1	2.3454156237845165
DPPA5	1	2.425910625943052
DPT	1	2.131835611059206
DPYS	1	2.3920902127975627
DQX1	1	3.1420595085740954
DRAXIN	5	2.316976722561874
DRC1	5	2.5483848208142192
DRC3	4	2.8746923244871776
DRC7	5	2.308405403809344
DRD1	1	3.0434393225226763
DRD2	1	3.0149412018329307
DRD3	1	2.4516652779927255
DRD4	1	3.403529006230887
DRICH1	1	3.6452298484934262
DSC2	5	3.486363865216606
DSC3	5	2.3702330033159673
DSCAM	4	2.274557560344913
DSCAML1	4	2.4099760406015234
DSG1	1	2.5330528768584597
DSG2	5	2.6857789336356115
DSG4	1	2.207866664410321
DSP	3	2.041432280637894
DSPP	1	3.478035621079955
DTHD1	1	2.014605158948138
DTX1	4	2.965627278708175
DTX4	4	3.1437158631565567
DUSP13	1	3.608672213230967
DUSP21	4	2.5001045576366465
DUSP27	5	2.703381545634988
DUSP5	3	3.046874873565274
DUSP8	1	2.3600368183678935
DUSP9	4	2.098978900950843
DYDC2	5	2.1599662143646396
DYNAP	1	2.113489324870001
DYNC1I1	1	2.8308191883044853
E2F1	3	2.2621232975925953
E2F7	3	4.817701814037804
EBF1	3	2.0882047660696657
EBF3	3	2.025408851637085
EBI3	5	2.471101552578285
EBLN1	4	3.1833356174407017
ECE2	4	2.6426471769723427
ECM1	3	2.9290750203154317
ECM2	5	3.5205171668226365
ECSCR	2	3.323911744472598
ECT2L	1	2.197516891321236
EDA2R	2	2.543161060631461
EDARADD	5	3.799841683655477
EDDM3A	1	3.437585260457385
EDN3	2	2.1195405624950965
EDNRA	5	2.66620942372146
EDNRB	4	2.936358277621319
EFCAB12	1	2.9631311834156757
EFEMP1	5	2.7053979953128544
EFHC2	2	2.3954455858393717
EFHD1	4	3.2585655596273493
EFNB3	5	3.1544613420783283
EGFL6	1	2.507707834501551
EGFL7	1	2.309823705357065
EGFR	4	2.3724644650531075
EGLN3	1	2.1981432185938248
EGR1	3	2.145102703072209
EGR2	5	3.3176197209827825
EGR3	5	2.1344101463672516
EGR4	1	4.106339144875859
EHD4	2	4.007221047358021
EIF3CL	4	2.6505111370815917
EIF4E1B	1	4.221487693690481
EIF4EBP3	4	2.2054482605252943
ELANE	1	2.5819179531192153
ELAVL2	4	2.698121883041657
ELF3	1	4.065567141468547
ELF5	5	2.7844050926104433
ELFN1	5	2.657584818007592
ELFN2	4	2.1256542428948526
ELMO1	1	2.2486871515620264
ELOA2	1	2.002715229044512
ELOA3	1	2.648775232709798
ELOA3B	1	2.1357382591996528
ELOA3C	1	3.3534239437077225
ELOA3D	1	2.7934998415345915
ELOVL2	2	3.343701141140201
ELOVL3	3	2.040534278458927
ELOVL7	1	2.7480279253206406
EME1	3	2.7063491186157576
EMILIN1	2	2.213431414757598
EMILIN3	4	2.136036082442298
EML5	1	2.2792082115245607
EMP2	2	4.133049533549128
EMX1	1	3.2962342778917115
EMX2	1	3.0664349325404663
ENAM	1	2.8129808395623948
ENG	3	2.297397271675839
ENHO	4	2.5267814656536207
ENKUR	4	2.571712600165226
ENO4	5	2.1758769552429498
ENPEP	2	2.4125399503815026
ENPP2	5	2.0151966327138475
ENPP6	5	2.5765276728859328
ENTPD3	5	2.179968903365225
ENTPD8	1	2.4651625310503937
EPB41L3	5	2.79435807817936
EPB42	1	2.1345477629332854
EPHA3	2	2.910776378614322
EPHA4	5	2.0588882796126504
EPHA6	4	2.218547503961442
EPHB1	5	2.922299656588456
EPHB2	5	2.28627976636833
EPHB4	3	4.206526593624922
EPHB6	5	2.0372090192946013
EPHX2	4	2.509974300714701
EPHX3	1	2.6086282666485427
EPN3	1	4.137068775757291
EPO	1	2.0339329076049277
EPPK1	1	2.3560044566516747
EPS8L1	3	2.381458300085711
EPS8L3	5	2.2078892840130284
EQTN	1	3.07921144541881
ERAP2	2	2.236843476357835
ERAS	1	3.198084494055918
ERBB4	4	2.2085592458855583
ERCC6L	3	3.378339850087919
ERG	2	2.1337186016018164
ERICH3	1	2.806775539570858
ERICH6	1	3.131123751809941
ERN2	1	2.9568771331256705
ERVFRD-1	1	3.9707725993456724
ERVV-1	1	2.446108106031465
ERVV-2	1	2.1623140745457867
ERVW-1	1	2.953373808146876
ESM1	2	3.1956558241964776
ESPL1	3	2.370324878250956
ESR1	1	2.698165240773453
ESR2	2	4.005923431071239
ESRP2	1	3.258057499570141
ESX1	4	4.074336782684031
ESYT3	1	3.1010404383642554
ETNPPL	4	3.5940206661650262
ETV2	3	3.4803167325149595
ETV5	2	3.847576177253532
EVA1B	3	3.562213983929419
EVI2A	1	2.73881122252588
EVPL	4	4.001840403351755
EVPLL	1	2.2460988470283705
EVX2	1	2.1873500667375514
EXOC3L1	1	2.2819245708872558
EXPH5	4	3.388817714017634
EXTL1	4	2.577596134477707
EYA2	5	2.255486512995888
EYA4	2	2.118651823882453
F11	1	2.7352208720658133
F11R	2	2.097119551477524
F13A1	1	2.550379904333108
F2	1	2.6599818298655045
F2RL1	2	2.7112015367531894
F2RL2	3	2.159334168895246
F2RL3	2	2.87659316242949
F3	2	2.029977136366107
F5	5	2.084184794673938
F8A1	5	2.139769031884399
FA2H	1	2.581316114895127
FAAH2	1	2.591647329308173
FABP1	1	2.0365251880708786
FABP12	1	3.3748737801983757
FABP3	1	4.488033232166415
FABP6	4	2.0331115302248683
FABP7	2	3.177461067865404
FAM105A	1	2.062134061035129
FAM107A	4	2.403489287586621
FAM109B	2	2.097939636635725
FAM110A	5	2.2507415695893966
FAM110D	5	2.067959015055949
FAM124A	4	2.388299169315217
FAM124B	1	2.0463642531109225
FAM129A	5	2.8849816965529036
FAM129B	3	2.2838072779207432
FAM129C	1	2.002232251773737
FAM131C	4	2.225377201431697
FAM135B	5	2.508406650881123
FAM13C	1	2.3591740747334664
FAM151A	1	3.0265703802066453
FAM153C	1	4.44003150434082
FAM159A	1	2.491518588021499
FAM163A	4	3.1781204353598893
FAM166A	1	4.195777692840781
FAM167B	1	2.8295335628166933
FAM169B	1	2.2612243768734595
FAM170A	1	3.104792358590597
FAM177B	5	2.7360341429867203
FAM178B	4	2.975381450928674
FAM180B	1	2.1314098217505046
FAM181A	5	3.1429894203835054
FAM186A	1	3.12598978378537
FAM186B	1	2.9246810181048564
FAM187A	5	2.2620149105608442
FAM196A	2	2.9649058911413473
FAM198A	4	2.6407993600382444
FAM198B	5	3.350503725508626
FAM205A	1	2.0601016992147145
FAM20A	1	2.0724205768214783
FAM213A	4	2.083530018152072
FAM218A	4	2.552147497402258
FAM221B	1	3.6654469147745674
FAM222A	4	3.445029789537574
FAM227A	4	2.798220726066323
FAM228A	1	3.180396687130647
FAM231B	1	2.378289959717628
FAM237A	1	2.860560469774564
FAM237B	2	2.6956125990887787
FAM26F	5	2.5001382005615636
FAM46A	2	4.973342649775413
FAM46B	3	3.0699123857389075
FAM46C	5	2.0154306614307687
FAM47A	1	2.852762775220617
FAM47B	1	2.321010462429054
FAM47C	4	3.340945680854386
FAM47E	1	2.0001820976139637
FAM57B	1	2.310096400910039
FAM71B	1	2.6616191224650425
FAM71D	1	3.4605803436490414
FAM71E1	4	3.1083465940620014
FAM71E2	1	3.0714537790537997
FAM71F1	1	3.1500276770454843
FAM72D	3	2.167688807845426
FAM78B	2	2.1345842121100818
FAM81B	5	2.2462742885746674
FAM83C	1	3.2663629845291107
FAM83D	3	2.9762165555415896
FAM83F	1	2.4396615316664345
FAM83G	3	3.232064626806925
FAM84A	2	2.974982862331308
FAM89A	5	2.6804545800256108
FAM90A1	1	2.3935009892231225
FAM90A26	1	2.1668189170462098
FAM95C	1	2.932338408920883
FAM9A	1	2.1556463836562556
FAM9B	1	2.3554914323333778
FANCI	3	2.202739569730586
FAS	2	2.338650330001709
FASLG	5	2.4488009249001284
FATE1	1	2.2592421076975007
FAXC	4	2.3955845910482703
FBLIM1	3	3.2195817062570997
FBLN1	3	2.201729573496219
FBLN2	3	2.4922958471541388
FBLN5	5	2.0586259356706527
FBLN7	2	2.166218818872732
FBN1	3	4.25719025109023
FBN2	3	2.8886730505989395
FBP1	5	2.440100309089686
FBP2	1	2.804906625854795
FBXL16	1	2.779825849592842
FBXL8	3	3.4959259890882732
FBXO15	4	2.7611509997007326
FBXO24	1	2.660467291578242
FBXO32	5	2.274079572712333
FBXO39	2	3.3688877480293784
FBXO40	1	3.5613614541847416
FBXO41	1	4.21816237795007
FBXW10	1	2.8653742495796917
FBXW12	4	2.1770264017510796
FCER1A	2	2.0801119852471666
FCER2	1	3.148497018975851
FCGBP	5	3.64849321172619
FCGR2A	5	3.1400689949427893
FCGR2B	2	3.0293539150342443
FCGR3A	5	3.497085060497972
